date,business_name,review_id,stars,text
2013-07-16,US Airways,m9sjetVpQXtiWZNhdKxGOw,4,"Since I'm in a Eugene O'Neill frame of mind, I'm going to title this review as ""A Moon for the Misbegotten.""

In my review of our return flight from BOS, initially on American and ultimately US Air to PHX, I called it: ""A Long  Days Journey into Night.""  That was due to the scheduling mishap and ""equipment issues"" experienced on that trip. We were moved from a connecting flight on American, to a non-stop on US Air

After arriving in PHX, our bags were somehow where misplaced.  The AA folks in BOS promised they would get word down stairs to the baggage handlers to move it over to US Air.  Well, we arrived on time, but with no bag in the carousel as you would say.

The nice thing about traveling today, as opposed to twenty years ago is all the technology the airlines use.  They were able to locate our bag, since it was scanned in our original connecting airport of DFW. Wow. But, they weren't sure where it was just now. Ugh.

They took all our information and promised they would find it and deliver it to our front door. Hmmm I thought, but they were very reassuring and sincere about it.  So yesterday around four o'clock our doorbell rang and yes, there was our bag.  Looking no worse for it's side trip to DFW.  

But now we have a mystery.  Why did our bag have a United Airlines tag, over the original American Airlines one?  Sometimes, life is about not asking too many questions! LOL"
2013-07-21,US Airways,gtPt1OLIR3VrLDQllKAl-Q,1,"Our flight out of San Francisco was delayed due to maintenance issues. We were flying to Phoenix connecting to a flight to Puerto Vallarta. The delay would have caused us to miss the connection. At first, US Air suggested that we skip the first day (keep in mind, this is a prepaid vacation). They then rerouted us to fly out of San Jose International. I informed the rep that my ride will not be able to drop us off at San Jose and I'd have to park there. Also, the fact that we'd be flying back to San Francisco and I'd have to take a cab to pick up my car from San Jose. 
I was told that it would not be a problem and that I should file a claim once back from vacation. 
I filed a claim and all they can do is to apologize for the inconvenience and nothing else. 
Very disappointing...
Airport and flight crews were great."
2013-07-27,US Airways,D4IUli4PqE0VyXsIJQ-XGg,2,"Not so happy about the fact that our plain's AC system was not working and we had already board the flight, they took as back to the gate and we waited for 3 hours..."
2013-07-28,US Airways,DGtpiPCjdYtHCanIXpTkBA,1,"I flight really often with my husband and average airlines maintain an exact schedule with they're flights, this is not a bad Airline since service is good and we got an ok price for a flight from Houston to Burbank but we had a connecting flight in Phoenix. Bought times on our way to Burbank and our way home the flight was delay. We waited for 3 hours the first time and on our way back home that is right now our flight is late we are suppose to,wait an additional hour, we will see how it goes."
2013-07-28,US Airways,xN9SM_IfzYnL67NbtQ21jw,2,"I'm disappointed not with US airways, but their connection from Houston to Phoenix has to improve. The service is not bad and the planes are in acceptable condition, but having to wait 3 hours for the second time in the last week is unacceptable. I have to incurred in extra expenses when the flight is delayed. I understand when happens only one but happens to me when going from Houston to California and coming back from my trip. 

I'd like the prices of the airline, but I would rat here pay a little more and honor my itinerary."
2013-07-31,US Airways,5dQQ1MxzxcEmEfADVPa38A,2,Why is it Airline staff always seem so unmotived to help?
2013-08-02,US Airways,Uqu12oRKtpp6XO28vWResQ,3,"I checked in online almost exactly 24 hours before my flight and discovered that there were several emergency exit seats available for no charge.  I thought this was awesome as they usually cost more.  So, I booked those on both of my flights.  I recommend booking the second row of exit seats if possible as the first row won't recline due to being in front of the 2nd row.  Also, I think it helped to check in before most others had done so or I would definitely have not gotten those seats.  Baggage fees were $25 for my first bag and $35 for my second.  Only soda/juice/water was served onboard for free on both flights (one was 3.5 hours and the other was 1 hour).  I did buy a bag of chips that came with this yummy salsa on the longer flight for $4 which was definitely overpriced and not a lot of chips were really in the bag.  But, the salsa was delicious.  Both flights left on time, although the first flight from Atlanta had to wait to take off which cost us about 25 minutes of time."
2013-08-09,US Airways,ObSDw9jUMrgqrwXcZZuRMw,1,"After seeing all of these reviews I'm a little relieved that I'm not the only one who feels so ""blah"" about US Airways. 

I'm a very loyal United flyer and due to a recent family emergency I needed to fly from Denver to Honolulu. Looked at United and the ticket was over $2000. US Airways was $1300 total with upgrades on both ends. 

Where do I start? From Denver to Phoenix, the ""flight attendants"" were below average of any service. Grumpy, unfriendly, blah. My upgraded ticket $99 from Phoenix to Honolulu was no extra leg room but a leather seat aka total waste of money. 

Gate agents at Honolulu when I left were rude and totally unprofessional. Told me that I was wrong and didn't know how to check in and asked why I had checked in and didn't print a boarding pass at home. Really? Why does that matter? 

Beyond that, the whole US Airways experience was below average. I would and will never fly this airline again."
2013-08-12,US Airways,XlUCPdf-eDpDDOc8i0y10A,1,"Worst flying experience of my life. I was flying San Jose to Phoenix, Phoenix to Charlotte. First flight was a half hour late, giving me ten minutes to make my connecting fight, and the flight attendants could not tell us the status of that flight. They were nice enough to let those with connecting flights off the plane before everyone else. I ended up running across the entire Phoenix airport to make it to my connecting flight, to find out that it had been delayed and hour and a half. Then the flight was delayed an additional four hours, and they made 30 people voluntarily exit the plane before it could take off."
2013-08-19,US Airways,l8QyFq43mhqFgViMdt6pSg,1,"An example of one of their stupid idiotic ""rules"" is this. At the gate next to us, a flight for Al Paso was posted to leave at 6:50 but it was delayed for 1 hour. A couple left to get some food and arrived back in about 20 minutes ... but their plane had left. The rule is that even if we post a delay your flight might leave R Amy time without you .... So, if the airline is late they can fool you I to leaving and then take off without you WTH again?"
2013-08-23,US Airways,Acj_FLjPOj3cyPCMjdcYUw,1,"Once again US AIRWAYS has proven itself to be one of the worst air carriers that I have ever had the unfortunate pleasure to fly with. Not only did the ticketing agent take my properly stored ammunition, stored in accordance with TSA guidelines, but then began the process of denying me my flight because I said I was going to file a complaint. The ""Supervisor"" was very belligerent when i asked who i talk to in order to get reimbursed. When I challenged him regarding something I had said he replied ""Are you saying the I'm lying?!"" Yes ""You're telling me that a 60year old man is lying?!"" Yes.  This is not the first time US AIRWAYS has made my travel a living hell but it will certainly be my last."
2013-08-26,US Airways,IG01AOQTREOnPFtQM6_ZxA,1,Friends don't let friends fly US airways . . . Seriously!! Pay the $10 $20 $50 for a better airline horrible customer service didn't even get a food voucher for their mistake that has me here waiting til 641pm got here at 9am almost 10hrs o_O?
2013-08-28,US Airways,Tim4-2wIMOO_Eg3cDLyA3w,1,"If I could give zero stars, I would.  The worst flight experience ever.  First, I didn't arrive to the gate until 15 minutes before take off due to a problem at the security line that took us over an hour, however once I got to the gate they had already given my seats away!!!! The next flight was 3 hours later so I had to wait around (not to mention my original flight took off 5 mins early, so they gave my seats away way before the time they were suppose to).  Once I finally boarded the next flight, the seats had NO cushioning, hard as rocks, AND they were so cramped.  I'm lucky I'm not overweight otherwise I wouldn't have fit!  I'm also not that tall, yet I couldn't even stand up straight.  I was on a 2.5 hour flight and guess what, no snacks!  What airline doesn't at least serve pretzels or peanuts???  I get pretzels, peanuts, and a drink when flying other airlines for only 55 minutes!  Needless to say, I was highly disappointed in my experience and will NEVER fly US Airways again."
2013-08-30,US Airways,HRivHyNvCl6c42_x9U65wQ,2,"Small Cramped planes - if it wasn't burning hot it was freezing cold on the planes.  I'm a Delta snob, but took US Airways because the flight was cheap.  

Well - I get what I pay for - the flight attendants were fairly nice.  

We were just so squished together on the plane. No leg room, barely could fit laptop under seat.  

I wont take US Airways for any long flights again.  

I'm 5'6 and 125 pounds and I was so uncomfortable - I cant imagine what average to large fliers feel like to pry out of their seats.

Even the concourse was loud, dirty, smelly and crowded."
2013-09-05,US Airways,UXtI5ZTJE7-5tlMad6-iLg,2,"Having done an adequate amount of traveling with different airlines, I would have to say US Airways is my least favorite. I just don't understand why they don't feed me? It was a six hour flight, an not even a snack? Madness. 
More regarding the airlines though, Their stewards are not as cheerful or nice as others...and they mess up everything. Forget your flight leaving on time or having your baggage when you get there. They had three chances to get it right, and struck out every time. Rebooked me on another airlines' flight that was already overbooked and then wouldn't help us get on a new flight because they had ""turned us over"", come on!"
2013-09-08,US Airways,0Xpr5hQ3rW3z14qeK0jiBA,1,"Shitty airline. Nothing else to say. All the planes are old, some of the crew cares, most don't. If you can get on another airline please do so."
2013-09-08,US Airways,Uksv0F-KpydvzY7zRlo5xA,2,I fly them when I have to or I buy a ticket on United and United outs me on US-Air. They should honor the united baggage rules when a ticket was purchased through United. I get up to 70lbs on United free but US-Air would not honor that so I got a surprise when I checked in and was over the limit. I find the ticket counter staff seems to enjoy giving bad news and they always tell you with a smirk on their face. Like they enjoy making a customer unhappy. I have had this experience many times on US-Air. Not happy with the customer service or many of the Airline rules.
2013-09-12,US Airways,KREZNDk7k3feUz7P-1UVdA,1,"Can't stand the service. Furious w/how they charge for any checked bag, I decide to only take carry-on, and they grab my bag to check it before I get on the plane. Then, when I arrive at my destination, have to wait an extra half-hour for them to deliver my bag. Horrible bag service! Never flying US Air again, ever!"
2013-09-14,US Airways,Q9NoOm9pZIATTMioKNDcAg,4,"I use US Airways a lot and I find the crews on the planes and at the counter to be about as friendly as I  to them. I rely on a tight connection at Phoenix and rarely have a problem. I have a beef of no consequence in that I think the crews look sloppy and unkept but that a choice some corporate uniform czar made that I wish had shown more style. That said, the people in the uniforms have an unenviable job and generally do it acceptably."
2013-09-15,US Airways,8x1BaZ0WGHHpO7wnRuCzfg,2,"Sitting on the runway way waiting for a gate to open. The gate should have been ready. We were on time for arrival.  Instead....I now have JUST ten minutes to make my next plane (originally had 50 minutes). 

I was lucky and my gate was just a couple over and they hadn't closed the door yet. 

There were others on my plane that were not going to be so lucky. They had to go to different terminals and they would be running. 

Thanks again US Air for making the trip more stressful."
2013-09-18,US Airways,_jjbHCmQHSALvWI8sibTjw,4,"US Airways must've recently undergone a major branding makeover because everything about their flights seemed new and improved.  The seating was roomy with leather seats and ample storage space both in the overhead compartments and the seatback pockets.

I may actually fly this airline more now!"
2013-09-18,US Airways,26T_exB9oFX5Xpdr7VhhpA,1,"The customer service was terrible. I flew from Dallas and we had a layover. Some woman working at the counter name Jessica M was horrible. Her attitude was so nasty. She tried to charge me $270 because of an error another person at US Air made.  Needless to say, I didn't pay it and I got on my flight. 

I just can't believe the customer service here. I will avoid US Air from now on because I just can't do poor customer service when I'm spending my hard earned money. There is too much competition out there to deal with that."
2013-09-22,US Airways,Ph2dnOGI5VZ63v2w6JqGyA,1,"To Yelp readers - Avoid this airline. On a recent trip, I was denied full access to my seat (middle passenger encroached on half of my space, creating an intolerable experience and safety hazard. Not only did U S Airways not make alternative arrangements, but refused a prorated refund. They spent more in capital and staff expense ""defending"" their indefensible position that the cost of the refund and created some poor advertisement as a result. A brief Facebook scan reveals many other complaints. I note several similar complaints on Yelp, also."
2013-09-22,US Airways,qXXo8oXot16KnuEXbiPw0Q,1,"DO NOT FLY WITH US AIRWAYS!

US Airways Flight 4427
Philadelphia to Baltimore
August 8th, 2013
Flight Cancelled

I was not late to my flight, I did not miss the date, I did everything correct. It was -your- airline that created the entire problem by overbooking all flights that came after our cancelled flight that day. The only resolution offered to us that would fly us directly to Baltimore would have been to take a flight leaving -11 HOURS- (9pm) after our originally scheduled flight (11am). That is not acceptable.

This was the answer I received from US Airways customer service employee Edie Curt:

""When a customer accepts accommodations to an alternate airport, the customer assumes responsibility for the additional expenses.""

To note here, we did not ""assume"" the extra expenses. We were given no other choice if we wanted to reach Baltimore in time. We accepted a flight to DC because it was our only alternative that would get us close enough to take public transportation to Baltimore, and to meet our deadline.

I did ask if we could be provided a rental car so we could drive ourselves from Philadelphia, and that request was immediately denied. As it was, we had to spend our own money for all public transportation from DC to Baltimore so we could meet our group waiting for us in time. This is also not acceptable. It took us FOUR trains to get from DC to Baltimore in unfamiliar territory. Why should this cost be on us?

This was a second answer I received from US Airways customer service employee Edie Curt:

""There are no federal aviation regulations concerning what an airline must do to compensate passengers when the carrier delays or cancels a flight. This is true regardless of the reason for the delay/cancellation (e.g., weather, mechanical, crew availability, etc.).""

So basically because it is not ILLEGAL, they are not required to help their customers in any way. Beware if you are flying US Airways in the future, I would consider otherwise. I have flown on other airlines and I have always either been provided a hotel, food, direct compensation for a future flight or alternate transportation to my exact destination at no cost to myself.

Keeping the money we paid for services you did not deliver upon is considered theft. Your airline is a poor excuse for a business, and we will never fly with you again.

Sincerely,

Anne K."
2013-09-26,US Airways,YnhbeRDttfpIe0695Fn9FA,3,"I don't think that US Airways has a lot of flights through Phoenix as they seem to have hubs or more flights out of other cities like Houston and Charlotte.  Nonetheless, the flights have been pretty good with no delays yet.  At the same time, there's nothing too special about the flights as well and the biggest issue that I have is that they don't honor my FF status on their partner airlines."
2013-09-29,US Airways,wLG-VmKyfW17Qmb1XO6wpg,1,"So call me naive for I don't know much about air travel but I do know enough about customer service. what I can tell you is the attendants on this plane were so rude I couldn't even fathom if this flight was real.
My flight had a stop in Phoenix and I wasn't trying to pay $10 for food so I stayed on the plane, an attendant had approached me and said ""that's weird why are you still on this plane"" I told her I wasn't hungry and she replied with ""uh k well there's a cleaning crew coming on and you're in the way."" She then proceeded to move my things! 
After I was so fed up with this women I started to look for my boarding pass, which she informed me that i mind as well just stay now cuz i wasted all my time, until then it occurred to me my boarding pass was under my cup on the tray table and must have been thrown away. After explaining that to the women she only said ""well that's not our fault now is it?""

Never again will I be flying US Airways"
2013-10-07,US Airways,qtVuyxyXIsAIclY-YeAm5w,1,"Very disappointing service on a recent US Airways flight (or rather, non-flight since my flight was canceled and then delayed/overbooked).

Long story short: I missed my best friend's wedding in Washington because US Airways canceled my morning flight, then couldn't guarantee me and my guest a spot on the next flight.

Being canceled and then delayed would have been egregious enough, but it's the incompetence of US Airways staff that did it for me. I was never offered to option to fly Alaska Airlines, their partner agency, and I only found out about that option from other re-booked passengers (that option was, of course, sold out when I went to inquire about it).

When attempting to fly on the 8 p.m. flight, I was told my guest and I could not sit together, but if we wanted to pay $31 each for 'premium' seats, we could. How convenient.

I would think waiting for 10 hours in the airport would qualify us for seats together or, god forbid, access to the US Airways lounge, but apparently my guest and I didn't deserve those options either.

I've lodged complaints with US Airways and with the DOT, and I encourage those who have similar bad experiences do so as well."
2013-10-07,US Airways,9AAa5hw6riwYE3QRl_rzqg,1,"I have 3 words for you: FAKE BOARDING PASSES

In 2009 we tried to fly to Costa Rica from Toronto at Christmas time, BIG MISTAKE. To make a long story short our flight out of YYZ was delayed by 3 hours (even though it was showing on-time on the website when left our house, we were later told by American Airlines that apparently the flight crew was late) and we spent 3 days alternately standing in line-ups or sitting from morning until night in various airports on stand-by for flights because we couldn't make our connection. We were passed around from one enormous line-up to another (only to be sent back again) and got sent all over the USA. We went from Toronto to Charlotte to Dallas to Florida and finally to San Jose, Costa Rica, receiving some bogus boarding passes in the process. Boarding passes that they took from us and refused to give back. This part involved US Airways' partner American Airlines (the AA representative told us that the flight had been oversold weeks ago and there were other passengers already in the seats we had showing on our boarding passes.) and some unfriendly back and forth between the two. And of course you dare not make a scene in an American airport, no sirree bob otherwise those G.I. Joes will be all over you like white on rice. We were all ready to explode, especially after the second day when our luggage managed to get on a flight, but we didn't so we were at the motel with only the clothes on our backs. Motel folk were really nice though, and they gave a discount to stranded travellers. We missed out on a 3rd of our 9 day trip (all pre-paid) and were not compensated 1 penny by US Airways or GAP Adventures. All the gory details took 3 single-spaced pages to spell out, but suffice it to say avoid US Airways and avoid traveling during Christmas if you can."
2013-10-12,US Airways,NqwEblhAU2ZgdSkZzgAZ6Q,2,"We used US Airways to get from Austin, Texas to Nassau, Bahamas.  On the way there, the planes were dirty, but otherwise the trip was uneventful.  On the way back, the plane from Charlotte, NC to  Austin, Texas was HOT!  We were delayed about 30 minutes for ""maintenance issues"" however once aboard the plan I'm not sure what they fixed!  The bathroom toilet would not flush in the front of the plane.  The sink in the bathroom was full of water that would not drain.  And the plane did not cool off until about an hour into the flight.  While on our vacation, we heard a comedian say that the theme of US Airways was ""Come fly the other airlines!"" and I think I may have to listen to that logic!"
2013-10-14,US Airways,5ywkH0HwIXmwrM7lqWzYQA,2,"I missed America West Airlines, all the good services went down once US Airways took over.  Meh, I think I'll pass.  The only reason I gave a 2-star is because this is still the hometown airline from Phoenix, but not for much longer."
2013-10-21,US Airways,6UnbqCO7Cypzoxk0rdPVTw,2,"The worst tea i've ever tasted.
Honestly, they could win awards for how truly horrible their onboard tea is. When I took that first fateful sip of this lukewarm beverage with it's hints of stale cigarettes & feet - I knew - me and US Airways would not be fast friends.

Now tea seems a little bit ridiculous to fixate on, it being such a small part of the trip, but trust me, if you had to sit with that unfinished pool of liquid in front of you for a half hour, you'd write a review too. But my rating DOES have other sources.

The whole experience just seemed a little run down. 

The row in front of us had a broken seat, that wouldn't sit upright properly, so when the flight attendant came around at take off to ask for seats in the upright position... it wasn't going to happen. Not unless the woman was forced to uncomfortably hover in front of the chair back during take off and landing (with no weight on it, it sat properly). To my total dismay, this is what she was asked to do and spent take off and landing in this weird limbo. Honestly, is the two inches the chair leans back REALLY that life and death?

And like most airlines, they charge out the wazoo for everything from baggage to snacks. There were no fresh food options on our flight as well, so I had to skip breakfast. 

And have you ever noticed airlines don't recycle? I watched garbage and newspapers get pitched into one big bag. You'd think by now they'd have learned to separate their recyclables.

What they do right and what earned them the second star is:

1. The seats are pretty comfy... when they are not broken.
2. If you can bare bones it and take travel on - this airline is pretty cost effective.

We'll see if they make up some by the return trip but so far the verdict is: Meh."
2013-10-22,US Airways,KGmiCgrXcwBrXvHrMvbH9A,4,"I like flying US Air.  Their planes are clean, they are usually on time, their airport staff pleasant and friendly, and I think their fares are...well, fair.  I flew today from Oakland to Phoenix on a very crowded flight and ended up in Row 20, very last row.  You know, the one where the seat has nowhere to recline?  Anyway, the very personable flight attendant named Todd made the flight much more enjoyable than it could have been.   We chatted and joked and the hour and a half long flight flew by.   So, Todd...thanks!  US Air is lucky to have such a great employee representing them."
2013-10-24,US Airways,UoccoOVsDHW-_QJPma82Fw,1,They get NO stars.... Our engine blew up and the plane lost control on the runway... We got off the plan and the customer services people have been completely awful... Thy are rude ... And nobody has apologized for what has happened... We will most likely be stuck sleeping in Atlanta for the night ... If we ever even make it there ... It is my sisters wedding weekend and this has been one shitty way to start it ... I will NEVER fly US Airways ever again... These people are total jerks...
2013-10-24,US Airways,p-bDwTbL6aEx-LvJf7iRxA,1,"Lack of common sense policy...

I've flown US Airways 27 times in 2013 and put up with lots of little imperfections as overall I enjoy flying their service.  However, I will be finding a new airline for 2014 (too bad I have 5 more flights booked/paid for this year).

Bottom line I decided to drive from Phoenix to Palm Springs with a friend instead of flying on my reserved/paid for flight. No big deal - I just wasted a few $ and instead drove.  It's not the first time I've not flown a leg of a round trip ticket on US Airways.

Imagine my surprise when I found out they cancelled my return flight to Phoenix.   I didn't panic, just called them to have it corrected. The very nice customer service person said no worries, he could get me on the flight.  Short term relief.

Then he said ""well a new flight is less than the $200 change fee.""  I replied that's ok, I already paid for my ticket. He said that wasn't their policy blah, blah, blah.   (I decided to be nice, he's the messenger, not the policy maker). 

Unfortunately that is the flight I must take in the morning or I would have booked another airline or rented a car or ridden a train if I had to. Instead, US Airways charged me a 2nd time for my ticket home.  

That is offensive. Southwest here I come!"
2013-10-26,US Airways,yMzTpiU8RZy4dvd6RKHsSg,1,"Again US Airways does not fail to disappoint. After I made my initial complaint to them regarding my previous incident with the ammunition and the supervisor at their Phoenix international airport kiosk I received an email from the customer ""service"" department. The agent at the customer service department said that ""it appears that our agent at Phoenix international did not handle the situation appropriately"" however as opposed to offer to reimburse me for my stolen property the agent attempted to pass the buck to TSA. TSA, rightly so, responded that since their agent was not involved in any fashion it is not TSA's responsibility to reimburse me for the stolen property.  Since my property was forcibly removed from me by the US airways attendant/supervisor it was US Airways responsibility to provide reimbursement for the stolen property. I have sense conveyed this to US Airways using their proper channels and forms and not heard back, not really surprised. Really wish I could give them zero stars."
2013-11-07,US Airways,itXGsyM7-jl00BLLTg9W2g,1,While the desk guy Peter in Santa Barbara was amazingly helpful the rest of the experience sucked. Flights late on the way in. Flight canceled on the way out and I had to find my own way to a different airport to get home.
2013-11-24,US Airways,bAt7qVRYEZySPCRNdrB7OQ,1,"This is the WORST AIRLINE I've flown on in a long time. They're disorganized, rude, and there is very limited seating at their departure gates. Literally for a full flight there were 15 seats at the gate. I asked their service person why this was and she said 'because you'll get to sit when you're on the plane.' I will avoid this airline at all costs in the future."
2013-11-26,US Airways,yRjDlybpv58NI9yYByt3Vg,1,"This was my experience, my family of 5 and I were 1 minute late for our connecting flight. Our flight, coming from Philadelphia to Arizona, was 40 minutes late because the Philly incoming fly was late,  so leaving Philly, we were 30-45 min late.     The flight attendants in flight told us we would make our flight 'no problem,; and we all ran from A to B gates.    When we arrived to the gate, they had JUST shut the door. The plane was still parked. People from our SAME previous flight made it onto the plane before us and they had just gotten off the Philly flight just before us...    In flight,  we were told to 'move to empty seats in the front', but then i was ridiculed by a 'passenger-US Air flight-attendant for moving seats when we still had '40 minutes left of flight.'       We explained to the man at the door that my mom was a stage 4 cancer patient and needed to get on this plane in order to make it to a very CRUCIAL doctor appointment.    Then the man, who goes by John D. on his name tag, said ""You must have not run fast enough."" We are now stuck in Phoenix and will not be making it back to our hometown for my moms doctor appointment.       In flt attendants should have called for transport to get us to our gate on time,   or they should have contacted the front desk/tower to let them know we had just arrived from Philly (late because of US Air and not our fault) and to hold the plane for a few minutes.   There were 5 of us.      This was horrible treatment.     When we arrived at connecting flight,  all flt attendants acted like they had no idea our flt was late due to US Air fault...  Never ever will we fly this airline again."
2013-12-05,US Airways,AUh4zOlapSigB4Z0pmkKvA,1,"Again US Airways you do not fail to disappoint. Your website said the flight I was waiting on was not set to arrive until 9:05pm. But when I arrived the cell phone lot still read ""Delayed"" so there I waited. At 8:51pm I went in to the airport and guess what I discovered....the flight board reader said that the flight had arrived at 8:13pm and the brain stem at the ticketing counter then told me that the flight had just arrived...WTF US Airways, get your act together."
2013-12-08,US Airways,nqRzoir__nIKlgL2pHibZg,1,"Just flew US Airways from Charlotte to LAX (direct flight).  Was excited when I boarded the flight to find it was produced in 2012.  Once I took my seat I realized this plane had no entertainment center . . . Nothing.  One one think that when they were selecting the options of their new fleet, that an entertainment center would have been selected."
2013-12-14,US Airways,iUnD_eSp6qSIH_UZF-nMvg,1,"I flew 1st Class from Sac to Cancun. It was extremely disappointing. The seats were worn out and in-fact leaving Cancun the plane was delayed because 2 seats broke inflight getting there. 

When the first plane took off an hour and half late the airline cancelled my connecting flight even tho I arrived in time to board the plane.  They gave my seat to someone else. I will never fly on that airline again. the planes are run down, the customer service people were rude and insulting. My guess is that they must deal with this type of situation often and are burnt out.

I can only guess that the merger of American Airline and US Airways will improve United Airlines earnings.  

Avoid US Airways, they are not the friendly skys!"
2013-12-17,US Airways,4m6bqgqJnvr2gHBDwNbqwg,1,"I got to the airport a little under two hours prior to my flight only to learn I couldn't print my boarding pass because they ""weren't open yet"". Then the process to check my bag took longer than going through security because the kiosks were unresponsive and not user friendly. One of my worst airport experiences and I'm not even on the plane yet."
2013-12-18,US Airways,NiASHXQBAWbuqgr0ZQI6ow,5,"Brought me safely from point A to point B several times. I think people forget that's what the airline is for. It's not about feeding you, stroking your ego or accommodating your afternoon nap. All airlines overbook flights. All airlines have delays. US Airways does quiet a bit to help the community like sponsoring the Phoenix Zoo, donating to St Mary's food bank, & the United Way."
2013-12-22,US Airways,t7QYxmj6sS57y_HNVVc_MA,3,"I miss America West.  It was turning into a terrific airline right about the time they acquired US Air.  Things took a turn for the worse.  And now with the AA merger I'm nervous that we might  a) lose even more of our PHX routes  b) have to fly on lots of MD-88s that are even older than I am.  On one of my AA MD-88 flights an engine came apart on take-off, had to dump all our fuel band emergency land right back into the airport.  Good times."
2013-12-23,US Airways,SPzJI7FrlUwWQacMeA64Qw,5,I had great service when I dropped off my son as an unaccompanied miner.  Fast thru the  VIP side instead of waiting in the long line and lady kept cracking joke's so it was the best experience I had in a long time.
2013-12-28,US Airways,_Oduyivb-geOzCqbk9upoA,1,"This is part US Airways and part United but I booked through US Airways so I feel the fault lies with them.

I don't even know where to begin. I booked my flight July 16th from AZ to MI for Christmas. I got a couple emails with minor changes in arrival/departure time, no big deal.. Then the day comes for me to fly out, the red eye from Phoenix and I'm only able to check in to the first half of my trip... They don't have enough room for everyone's carry on and want to check my baggage but since I don't have my complete itinerary they can't and I have to stand and wait while everyone else boards while they try to locate me in the system unsuccessfully. I'm eventually allowed on the plane where there is plenty of room for luggage in first class.  I suppose PHX to ORD on US Airways went fairly smooth.. Then I arrived in Chicago at 5am after no sleep for my connecting flight to Grand Rapids. I am supposed to now fly United, so I book it to their terminal about a 20 minute walk, go to their customer service desk for boarding pass since it wouldn't let me check in online and they can't find my reservation so after a couple of calls I finally got the pass printed and I make it to Michigan. 

The way home is when the real fun begins. I try to check in again online and I am unable to. I have my itinerary that states the first part of my trip is with ""other airline"". Well that narrows it down. I first try United since that is who I took the connection through on the way here and they say it looks as though my reservation had been wiped from the system. I got there at 4:30p since I didn't know what airline it was and was finally dealt with by 5:15. I am told the flight is overbooked and they are going to need volunteers or I won't get a seat.. The seat I booked and paid for over 5 months prior. I'm offered $200 and money for dinner to volunteer my seat but I have a connection to make and a cat at my apartment that is going to run out of food! I am told to sit and wait at the gate and talk to the agent there. Flight is supposed to leave at 630 and someone finally announces they need volunteers around 6. I see a couple people go up so I sit and wait thinking things are good.. Then they start to call zones for boarding! I go up to agent and tell him I don't have a seat and he sees that I am not on the standby list. He is scrambling and calls someone with a late connection and asks her to volunteer which she reluctantly does. He asks for her seat and come to find out she is on standby as well! They board the plane and she and I stand and watch the plane take off. (She ended up taking the later flight to Chicago which was then delayed and she missed her flight). I am told they will figure something out for me. I sit for about 45 minutes while they make some calls.. I will take the 8:20 flight to Chicago, missing my connecting flight to Phoenix. At this point I have been at the airport for 3 hours already and agree wanting to get home. I was offered a hotel and a 7am flight to Phoenix. This staff did work diligently to solve the issue and I was given $400 flight voucher but it's unacceptable. The 8:20 flight through American Airlines is delayed until 9, all food places are closed at this point and I've been at airport for almost 5 hours by the time I finally leave Grand Rapids. I was told I had to find United agent for hotel which was another 20-30 minute walk and then another 20 minute walk to shuttle and 20 minute wait for shuttle. I finally get to hotel around 10:30 Chicago time. I try again to check in online for my morning flight and cannot. I call US Airways since that's who I am flying out through and they tell me United has to release ticket since they did the booking. It's about 1am when I finally get off phone with United who tells me I can only checkin at airport through US Airways. I get 3 hours of sleep and off to the airport for my flight. I try to checkin and am told to go to another line and talk to someone else.. I wait a half hour before finally talking to someone and she tells me the flight is overbooked and United never officially reserved seat for me! She is on phone for 20 min or so while I am starting to cry at this point. She is able to get me a seat in the last row when I had been told by United I would have a good seat by the window for all my trouble. I'm so happy I'm going home I don't care.. Until I spend the 3.5 hour flight listening to the flight attendants bitch (excuse my language but that is exactly what they were doing) about their job, customers on the flight, how tired they were yesterday and if something happened their reaction time would be off, a pilot demanding ginger ale for his alcoholic drink, and complaining about people using the bathroom. My god, I left the plane with a full bladder so they didn't have one more thing to talk about. I think I would've rather drove the 2400 miles. United somewhat reimbursed me but this is on US Airways."
2013-12-31,US Airways,J8Ed7hyiDj36AkLjUuJsvQ,1,"New Years Eve, and they couldn't find a flight crew for a 5pm flight from AZ to Long Beach.  Really.... you couldn't figure this out earlier?  They cancel it and just tell us to get in line but only option is to fight for seats on a late flight.  They would not fly us to another airport on flights that had seats.  Overbooked our flight coming out, toon so we had to wait for no shows to get seats.  Never again USAir... you are worse than bad."
2013-12-31,US Airways,lEt-BYZ8kAclTtETn46nsw,5,"I have always had amazing service with US Airways. 

The merger will make everything so much better."
